,Scaffold,Bin,Color
4024324,NODE_6744_length_111_cov_3.696429,grey,grey
775695,NODE_6745_length_111_cov_3.375000,grey,grey
3937849,NODE_6746_length_111_cov_3.196429,grey,grey
47566,NODE_6747_length_111_cov_3.000000,grey,grey
3945225,NODE_6748_length_111_cov_2.892857,grey,grey
3999252,NODE_6749_length_111_cov_2.571429,grey,grey
2370510,NODE_6750_length_111_cov_1.482143,grey,grey
3862417,NODE_6751_length_110_cov_81.272727,grey,grey
24685,NODE_6752_length_110_cov_55.672727,grey,grey
91477,NODE_6753_length_110_cov_47.890909,grey,grey
3991114,NODE_6754_length_110_cov_19.381818,grey,grey
106439,NODE_6755_length_110_cov_17.072727,grey,grey
1367207,NODE_6756_length_110_cov_11.909091,grey,grey
75430,NODE_6757_length_110_cov_9.727273,grey,grey
2165447,NODE_6758_length_110_cov_5.072727,grey,grey
1495800,NODE_6758_length_110_cov_5.072727,grey,grey
1295402,NODE_6759_length_110_cov_4.018182,grey,grey
1295762,NODE_6760_length_110_cov_3.109091,grey,grey
4008375,NODE_6761_length_110_cov_2.581818,grey,grey
4015185,NODE_6762_length_110_cov_1.618182,grey,grey
3991284,NODE_6763_length_109_cov_213.111111,grey,grey
9140,NODE_6764_length_109_cov_104.055556,grey,grey
1290261,NODE_6765_length_109_cov_96.944444,grey,grey
3921593,NODE_6766_length_109_cov_75.740741,grey,grey
1559519,NODE_6767_length_109_cov_64.444444,grey,grey
3323466,NODE_6768_length_109_cov_47.444444,grey,grey
2520589,NODE_6769_length_109_cov_22.333333,grey,grey
1388825,NODE_6770_length_109_cov_9.407407,grey,grey
3832,NODE_6771_length_109_cov_6.685185,grey,grey
954497,NODE_6772_length_109_cov_4.666667,grey,grey
3993561,NODE_6773_length_109_cov_4.518519,grey,grey
1723067,NODE_6774_length_109_cov_4.203704,grey,grey
3896417,NODE_6775_length_109_cov_3.148148,grey,grey
3053889,NODE_6776_length_109_cov_2.777778,grey,grey
4008381,NODE_6777_length_109_cov_2.629630,grey,grey
4008379,NODE_6778_length_109_cov_2.611111,grey,grey
3315317,NODE_6779_length_109_cov_2.555556,grey,grey
1736220,NODE_6780_length_109_cov_2.277778,grey,grey
4008391,NODE_6781_length_109_cov_1.314815,grey,grey
3821686,NODE_6782_length_109_cov_1.129630,grey,grey
2143983,NODE_6783_length_109_cov_1.111111,grey,grey
3535043,NODE_6784_length_109_cov_1.018519,grey,grey
1296758,NODE_6785_length_108_cov_634.811321,grey,grey
50332,NODE_6786_length_108_cov_205.641509,grey,grey
71794,NODE_6787_length_108_cov_198.471698,grey,grey
3441113,NODE_6788_length_108_cov_81.094340,grey,grey
3912773,NODE_6789_length_108_cov_80.169811,grey,grey
4026628,NODE_6789_length_108_cov_80.169811,grey,grey
3991306,NODE_6790_length_108_cov_65.452830,grey,grey
755899,NODE_6791_length_108_cov_65.433962,grey,grey
2503861,NODE_6792_length_108_cov_62.905660,grey,grey
2906687,NODE_6792_length_108_cov_62.905660,grey,grey
23987,NODE_6793_length_108_cov_53.716981,grey,grey
2513487,NODE_6794_length_108_cov_18.490566,grey,grey
1297870,NODE_6795_length_108_cov_8.245283,grey,grey
3951375,NODE_6796_length_108_cov_2.811321,grey,grey
2937481,NODE_6797_length_108_cov_1.490566,grey,grey
4008365,NODE_6798_length_108_cov_1.339623,grey,grey
3704048,NODE_6799_length_107_cov_185.923077,grey,grey
18987,NODE_6800_length_107_cov_182.750000,grey,grey
3013470,NODE_6801_length_107_cov_100.115385,grey,grey
509573,NODE_6802_length_107_cov_86.538462,grey,grey
1112971,NODE_6803_length_107_cov_78.769231,grey,grey
3900351,NODE_6804_length_107_cov_75.634615,grey,grey
2691527,NODE_6805_length_107_cov_71.269231,grey,grey
3463959,NODE_6806_length_107_cov_41.269231,grey,grey
17857,NODE_6806_length_107_cov_41.269231,grey,grey
943506,NODE_6807_length_107_cov_20.788462,grey,grey
3919443,NODE_6808_length_107_cov_18.288462,grey,grey
2754429,NODE_6809_length_107_cov_3.826923,grey,grey
3975955,NODE_6810_length_107_cov_3.096154,grey,grey
4008329,NODE_6811_length_107_cov_2.730769,grey,grey
35608,NODE_6812_length_107_cov_2.615385,grey,grey
731397,NODE_6813_length_107_cov_2.134615,grey,grey
3975957,NODE_6814_length_107_cov_2.076923,grey,grey
3951373,NODE_6815_length_107_cov_1.788462,grey,grey
4008345,NODE_6816_length_107_cov_1.346154,grey,grey
1294518,NODE_6817_length_106_cov_117.294118,grey,grey
498412,NODE_6818_length_106_cov_92.862745,grey,grey
99319,NODE_6819_length_106_cov_70.686275,grey,grey
3580398,NODE_6820_length_106_cov_50.784314,grey,grey
582659,NODE_6821_length_106_cov_25.686275,grey,grey
3974987,NODE_6822_length_106_cov_15.176471,grey,grey
4008369,NODE_6823_length_106_cov_5.549020,grey,grey
4012668,NODE_6824_length_106_cov_4.058824,grey,grey
3037141,NODE_6825_length_106_cov_2.529412,grey,grey
3989634,NODE_6826_length_106_cov_2.137255,grey,grey
1922337,NODE_6827_length_106_cov_2.000000,grey,grey
89436,NODE_6828_length_106_cov_1.784314,grey,grey
2525596,NODE_6829_length_106_cov_1.607843,grey,grey
4008361,NODE_6830_length_106_cov_1.372549,grey,grey
1315553,NODE_6831_length_106_cov_1.039216,grey,grey
3740535,NODE_6832_length_105_cov_115.620000,grey,grey
24153,NODE_6833_length_105_cov_72.320000,grey,grey
2912997,NODE_6834_length_105_cov_66.380000,grey,grey
2260591,NODE_6835_length_105_cov_50.160000,grey,grey
1036001,NODE_6836_length_105_cov_25.900000,grey,grey
1062189,NODE_6837_length_105_cov_13.820000,grey,grey
119511,NODE_6838_length_105_cov_5.860000,grey,grey
3838,NODE_6839_length_105_cov_5.420000,grey,grey
2751009,NODE_6840_length_105_cov_4.660000,grey,grey
2331099,NODE_6841_length_105_cov_4.300000,grey,grey
1437063,NODE_6842_length_105_cov_4.040000,grey,grey
1961511,NODE_6843_length_105_cov_2.740000,grey,grey
2824305,NODE_6844_length_105_cov_2.580000,grey,grey
3623113,NODE_6845_length_105_cov_2.500000,grey,grey
3236018,NODE_6846_length_105_cov_1.860000,grey,grey
1465989,NODE_6847_length_105_cov_1.000000,grey,grey
3903651,NODE_6848_length_104_cov_220.081633,grey,grey
71856,NODE_6849_length_104_cov_171.755102,grey,grey
79408,NODE_6850_length_104_cov_170.448980,grey,grey
1366297,NODE_6851_length_104_cov_120.510204,grey,grey
78522,NODE_6852_length_104_cov_44.306122,grey,grey
2278999,NODE_6853_length_104_cov_40.000000,grey,grey
3090552,NODE_6854_length_104_cov_25.530612,grey,grey
805538,NODE_6855_length_104_cov_13.632653,grey,grey
3946453,NODE_6856_length_104_cov_3.938776,grey,grey
4001728,NODE_6857_length_104_cov_3.122449,grey,grey
4008495,NODE_6858_length_104_cov_2.836735,grey,grey
3939109,NODE_6859_length_104_cov_2.040816,grey,grey
31008,NODE_6860_length_103_cov_445.062500,grey,grey
3888592,NODE_6861_length_103_cov_99.812500,grey,grey
902961,NODE_6862_length_103_cov_22.229167,grey,grey
62955,NODE_6863_length_103_cov_11.583333,grey,grey
4001141,NODE_6864_length_103_cov_6.270833,grey,grey
1277097,NODE_6865_length_103_cov_5.916667,grey,grey
307799,NODE_6866_length_103_cov_3.833333,grey,grey
4008225,NODE_6867_length_103_cov_3.395833,grey,grey
4008339,NODE_6868_length_103_cov_2.916667,grey,grey
4008325,NODE_6869_length_103_cov_1.479167,grey,grey
4008363,NODE_6870_length_103_cov_1.479167,grey,grey
4008385,NODE_6871_length_103_cov_1.479167,grey,grey
1704057,NODE_6872_length_103_cov_1.437500,grey,grey
94763,NODE_6873_length_103_cov_1.187500,grey,grey
2245209,NODE_6874_length_103_cov_1.104167,grey,grey
3884238,NODE_6875_length_103_cov_0.854167,grey,grey
1940213,NODE_6876_length_102_cov_98.638298,grey,grey
2759545,NODE_6877_length_102_cov_76.659574,grey,grey
1285335,NODE_6878_length_102_cov_26.382979,grey,grey
3134455,NODE_6879_length_102_cov_22.255319,grey,grey
764232,NODE_6880_length_102_cov_7.829787,grey,grey
52793,NODE_6881_length_102_cov_6.340426,grey,grey
1838,NODE_6882_length_102_cov_5.276596,grey,grey
1764913,NODE_6883_length_102_cov_4.212766,grey,grey
1295438,NODE_6884_length_102_cov_3.659574,grey,grey
2381671,NODE_6885_length_102_cov_2.978723,grey,grey
1383967,NODE_6886_length_102_cov_2.851064,grey,grey
3177529,NODE_6887_length_102_cov_2.765957,grey,grey
27007,NODE_6888_length_102_cov_1.489362,grey,grey
1192467,NODE_6889_length_101_cov_1214.847826,grey,grey
917972,NODE_6890_length_101_cov_152.913043,grey,grey
177352,NODE_6891_length_101_cov_140.456522,grey,grey
755897,NODE_6892_length_101_cov_54.760870,grey,grey
5686,NODE_6893_length_101_cov_51.195652,grey,grey
2285053,NODE_6894_length_101_cov_39.413043,grey,grey
2708066,NODE_6895_length_101_cov_15.086957,grey,grey
3966019,NODE_6896_length_101_cov_8.065217,grey,grey
4008327,NODE_6897_length_101_cov_6.108696,grey,grey
3893894,NODE_6898_length_101_cov_5.826087,grey,grey
1290001,NODE_6899_length_101_cov_3.086957,grey,grey
87244,NODE_6900_length_100_cov_238.444444,grey,grey
168848,NODE_6901_length_100_cov_194.933333,grey,grey
467896,NODE_6902_length_100_cov_179.533333,grey,grey
3535243,NODE_6903_length_100_cov_167.933333,grey,grey
4028056,NODE_6904_length_100_cov_22.377778,grey,grey
3991016,NODE_6905_length_100_cov_6.222222,grey,grey
4007858,NODE_6906_length_100_cov_5.333333,grey,grey
3761576,NODE_6907_length_100_cov_4.177778,grey,grey
2842,NODE_6908_length_100_cov_3.777778,grey,grey
280737,NODE_6909_length_100_cov_3.511111,grey,grey
4008373,NODE_6910_length_100_cov_3.111111,grey,grey
3994881,NODE_6911_length_100_cov_2.777778,grey,grey
3770342,NODE_6912_length_100_cov_2.777778,grey,grey
3774204,NODE_6913_length_100_cov_2.088889,grey,grey
2621817,NODE_6914_length_100_cov_1.955556,grey,grey
74070,NODE_6915_length_100_cov_1.911111,grey,grey
2008207,NODE_6916_length_100_cov_1.733333,grey,grey
3816504,NODE_6917_length_100_cov_1.200000,grey,grey
2120936,NODE_6918_length_99_cov_91.022727,grey,grey
3800242,NODE_6919_length_99_cov_74.613636,grey,grey
3257293,NODE_6920_length_99_cov_58.863636,grey,grey
1899269,NODE_6921_length_99_cov_53.340909,grey,grey
11708,NODE_6922_length_99_cov_47.613636,grey,grey
1501383,NODE_6923_length_99_cov_11.022727,grey,grey
1281474,NODE_6924_length_99_cov_9.886364,grey,grey
1277705,NODE_6925_length_99_cov_9.363636,grey,grey
3920867,NODE_6926_length_99_cov_7.477273,grey,grey
2543405,NODE_6927_length_99_cov_6.818182,grey,grey
2613935,NODE_6928_length_99_cov_5.159091,grey,grey
180231,NODE_6929_length_99_cov_4.659091,grey,grey
2299265,NODE_6930_length_99_cov_3.681818,grey,grey
1973735,NODE_6931_length_99_cov_3.204545,grey,grey
3877968,NODE_6932_length_99_cov_1.948052,grey,grey
4004555,NODE_6933_length_99_cov_1.681818,grey,grey
106331,NODE_6934_length_99_cov_1.431818,grey,grey
3880482,NODE_6935_length_98_cov_299.093023,grey,grey
3124844,NODE_6936_length_98_cov_202.906977,grey,grey
1296804,NODE_6937_length_98_cov_68.906977,grey,grey
3375103,NODE_6938_length_98_cov_19.372093,grey,grey
2044,NODE_6939_length_98_cov_19.000000,grey,grey
2937605,NODE_6940_length_98_cov_14.697674,grey,grey
3929444,NODE_6941_length_98_cov_13.976744,grey,grey
4008335,NODE_6942_length_98_cov_3.302326,grey,grey
4008371,NODE_6943_length_98_cov_3.279070,grey,grey
3454511,NODE_6944_length_98_cov_2.093023,grey,grey
3601982,NODE_6945_length_98_cov_1.906977,grey,grey
3542750,NODE_6946_length_98_cov_1.418605,grey,grey
31483,NODE_6947_length_98_cov_1.139535,grey,grey
3060,NODE_6948_length_97_cov_95.571429,grey,grey
3606075,NODE_6949_length_97_cov_9.761905,grey,grey
408081,NODE_6950_length_97_cov_7.023810,grey,grey
1909983,NODE_6951_length_97_cov_4.214286,grey,grey
1282757,NODE_6952_length_97_cov_3.928571,grey,grey
4020789,NODE_6953_length_97_cov_3.857143,grey,grey
1007125,NODE_6954_length_97_cov_3.833333,grey,grey
3994820,NODE_6955_length_97_cov_3.785714,grey,grey
75952,NODE_6956_length_97_cov_3.428571,grey,grey
1279404,NODE_6957_length_97_cov_3.285714,grey,grey
1348057,NODE_6958_length_96_cov_77.439024,grey,grey
1348059,NODE_6959_length_96_cov_69.804878,grey,grey
3994629,NODE_6960_length_96_cov_67.463415,grey,grey
3838786,NODE_6961_length_96_cov_67.439024,grey,grey
1250037,NODE_6962_length_96_cov_59.536585,grey,grey
1337213,NODE_6963_length_96_cov_55.536585,grey,grey
356636,NODE_6964_length_96_cov_39.317073,grey,grey
9378,NODE_6965_length_96_cov_37.512195,grey,grey
374597,NODE_6966_length_96_cov_34.268293,grey,grey
1297170,NODE_6967_length_96_cov_30.048780,grey,grey
4015764,NODE_6968_length_96_cov_24.121951,grey,grey
941060,NODE_6969_length_96_cov_20.731707,grey,grey
4020091,NODE_6970_length_96_cov_14.341463,grey,grey
3089332,NODE_6971_length_96_cov_13.439024,grey,grey
1276960,NODE_6972_length_96_cov_12.731707,grey,grey
1297984,NODE_6973_length_96_cov_12.634146,grey,grey
374595,NODE_6974_length_96_cov_11.731707,grey,grey
1296912,NODE_6975_length_96_cov_9.975610,grey,grey
1056123,NODE_6976_length_96_cov_8.219512,grey,grey
2622,NODE_6977_length_96_cov_6.048780,grey,grey
3949158,NODE_6978_length_96_cov_5.243902,grey,grey
1291391,NODE_6979_length_96_cov_5.048780,grey,grey
36908,NODE_6980_length_96_cov_4.170732,grey,grey
923983,NODE_6981_length_96_cov_3.975610,grey,grey
2765127,NODE_6982_length_96_cov_3.804878,grey,grey
3920935,NODE_6983_length_96_cov_3.634146,grey,grey
71664,NODE_6984_length_96_cov_3.487805,grey,grey
4008341,NODE_6985_length_96_cov_3.439024,grey,grey
4008355,NODE_6986_length_96_cov_3.414634,grey,grey
4008405,NODE_6987_length_96_cov_3.341463,grey,grey
3923939,NODE_6988_length_96_cov_3.268293,grey,grey
1151297,NODE_6989_length_96_cov_3.073171,grey,grey
1281578,NODE_6990_length_96_cov_2.634146,grey,grey
3247823,NODE_6991_length_96_cov_2.560976,grey,grey
2693443,NODE_6992_length_96_cov_1.682927,grey,grey
25703,NODE_6993_length_95_cov_73.175000,grey,grey
1163651,NODE_6993_length_95_cov_73.175000,grey,grey
20497,NODE_6994_length_95_cov_66.200000,grey,grey
4022274,NODE_6995_length_95_cov_18.700000,grey,grey
1474366,NODE_6996_length_95_cov_7.125000,grey,grey
1294492,NODE_6997_length_95_cov_6.875000,grey,grey
3930139,NODE_6998_length_95_cov_4.225000,grey,grey
4008413,NODE_6999_length_95_cov_3.525000,grey,grey
3078228,NODE_7000_length_95_cov_2.550000,grey,grey
2520979,NODE_7001_length_95_cov_2.250000,grey,grey
3569691,NODE_7002_length_95_cov_1.250000,grey,grey
2616635,NODE_7003_length_95_cov_1.100000,grey,grey
3934898,NODE_7004_length_95_cov_1.050000,grey,grey
4004799,NODE_7005_length_94_cov_124.589744,grey,grey
34926,NODE_7006_length_94_cov_115.358974,grey,grey
78870,NODE_7007_length_94_cov_111.384615,grey,grey
116854,NODE_7008_length_94_cov_96.000000,grey,grey
25577,NODE_7009_length_94_cov_79.871795,grey,grey
33739,NODE_7010_length_94_cov_76.512821,grey,grey
2476083,NODE_7011_length_94_cov_74.615385,grey,grey
2265063,NODE_7012_length_94_cov_6.641026,grey,grey
3772257,NODE_7013_length_94_cov_3.974359,grey,grey
2663041,NODE_7014_length_94_cov_3.102564,grey,grey
72000,NODE_7015_length_93_cov_154.105263,grey,grey
629255,NODE_7016_length_93_cov_38.526316,grey,grey
1152112,NODE_7017_length_93_cov_32.394737,grey,grey
822995,NODE_7018_length_93_cov_6.868421,grey,grey
1282755,NODE_7019_length_93_cov_6.263158,grey,grey
1294792,NODE_7020_length_93_cov_4.131579,grey,grey
989707,NODE_7021_length_93_cov_2.421053,grey,grey
3015238,NODE_7022_length_93_cov_2.078947,grey,grey
3897729,NODE_7023_length_93_cov_1.105263,grey,grey
117752,NODE_7024_length_92_cov_124.486486,grey,grey
5922,NODE_7025_length_92_cov_96.135135,grey,grey
1283940,NODE_7026_length_92_cov_13.324324,grey,grey
1889159,NODE_7027_length_92_cov_4.459459,grey,grey
1289338,NODE_7028_length_92_cov_4.000000,grey,grey
2250811,NODE_7029_length_92_cov_3.702703,grey,grey
3641105,NODE_7030_length_92_cov_2.459459,grey,grey
544191,NODE_7031_length_92_cov_1.837838,grey,grey
2344,NODE_7032_length_91_cov_123.138889,grey,grey
3101155,NODE_7033_length_91_cov_45.055556,grey,grey
2467293,NODE_7034_length_91_cov_37.722222,grey,grey
3461146,NODE_7035_length_91_cov_16.000000,grey,grey
3895146,NODE_7036_length_91_cov_15.527778,grey,grey
4019547,NODE_7037_length_91_cov_9.305556,grey,grey
2662817,NODE_7038_length_91_cov_7.722222,grey,grey
1295016,NODE_7039_length_91_cov_3.611111,grey,grey
1920112,NODE_7040_length_91_cov_2.777778,grey,grey
3906817,NODE_7041_length_91_cov_2.777778,grey,grey
3618588,NODE_7042_length_91_cov_2.333333,grey,grey
503067,NODE_7043_length_91_cov_2.000000,grey,grey
4008343,NODE_7044_length_91_cov_1.972222,grey,grey
3955214,NODE_7045_length_91_cov_1.805556,grey,grey
79006,NODE_7046_length_90_cov_1275.514286,grey,grey
79012,NODE_7046_length_90_cov_1275.514286,grey,grey
63874,NODE_7047_length_90_cov_28.200000,grey,grey
10180,NODE_7048_length_90_cov_24.971429,grey,grey
766447,NODE_7049_length_90_cov_11.600000,grey,grey
4008411,NODE_7050_length_90_cov_4.057143,grey,grey
4008353,NODE_7051_length_90_cov_3.971429,grey,grey
1375067,NODE_7052_length_89_cov_238.764706,grey,grey
225293,NODE_7053_length_89_cov_174.029412,grey,grey
6812,NODE_7054_length_89_cov_119.323529,grey,grey
2470,NODE_7055_length_89_cov_71.705882,grey,grey
1288709,NODE_7056_length_89_cov_32.029412,grey,grey
13499,NODE_7057_length_89_cov_18.529412,grey,grey
2607465,NODE_7058_length_89_cov_15.617647,grey,grey
4008389,NODE_7059_length_89_cov_4.176471,grey,grey
4008407,NODE_7060_length_89_cov_4.176471,grey,grey
4024484,NODE_7061_length_89_cov_4.029412,grey,grey
1287923,NODE_7061_length_89_cov_4.029412,grey,grey
1981845,NODE_7062_length_89_cov_1.029412,grey,grey
3755105,NODE_7063_length_88_cov_994.363636,grey,grey
67216,NODE_7063_length_88_cov_994.363636,grey,grey
1373689,NODE_7063_length_88_cov_994.363636,grey,grey
25393,NODE_7064_length_88_cov_214.696970,grey,grey
70898,NODE_7065_length_88_cov_199.272727,grey,grey
39230,NODE_7066_length_88_cov_56.303030,grey,grey
307347,NODE_7067_length_88_cov_17.333333,grey,grey
840697,NODE_7068_length_88_cov_16.818182,grey,grey
892701,NODE_7069_length_88_cov_7.000000,grey,grey
1293207,NODE_7070_length_88_cov_4.030303,grey,grey
196695,NODE_7071_length_88_cov_3.848485,grey,grey
3145455,NODE_7072_length_88_cov_3.575758,grey,grey
3930271,NODE_7073_length_88_cov_2.666667,grey,grey
42774,NODE_7074_length_88_cov_2.545455,grey,grey
460037,NODE_7075_length_88_cov_2.060606,grey,grey
64444,NODE_7076_length_87_cov_547.156250,grey,grey
64450,NODE_7076_length_87_cov_547.156250,grey,grey
64458,NODE_7076_length_87_cov_547.156250,grey,grey
64464,NODE_7076_length_87_cov_547.156250,grey,grey
23843,NODE_7076_length_87_cov_547.156250,grey,grey
4025327,NODE_7076_length_87_cov_547.156250,grey,grey
25613,NODE_7077_length_87_cov_95.093750,grey,grey
2961831,NODE_7078_length_87_cov_18.781250,grey,grey
2167943,NODE_7079_length_87_cov_15.562500,grey,grey
4008349,NODE_7080_length_87_cov_4.406250,grey,grey
3044919,NODE_7081_length_87_cov_4.156250,grey,grey
3437003,NODE_7082_length_87_cov_4.125000,grey,grey
3086843,NODE_7083_length_87_cov_3.250000,grey,grey
3933361,NODE_7084_length_87_cov_2.125000,grey,grey
3723652,NODE_7085_length_87_cov_1.375000,grey,grey
141808,NODE_7086_length_86_cov_459.419355,grey,grey
94730,NODE_7087_length_86_cov_16.580645,grey,grey
10204,NODE_7088_length_86_cov_14.645161,grey,grey
4000613,NODE_7089_length_86_cov_9.290323,grey,grey
4008399,NODE_7090_length_86_cov_4.580645,grey,grey
1299198,NODE_7091_length_86_cov_4.161290,grey,grey
3923157,NODE_7092_length_86_cov_3.000000,grey,grey
1277445,NODE_7093_length_86_cov_2.580645,grey,grey
4000347,NODE_7094_length_86_cov_1.967742,grey,grey
21073,NODE_7095_length_85_cov_387.133333,grey,grey
64730,NODE_7096_length_85_cov_170.033333,grey,grey
15925,NODE_7097_length_85_cov_115.900000,grey,grey
3969662,NODE_7098_length_85_cov_29.266667,grey,grey
62893,NODE_7099_length_85_cov_6.033333,grey,grey
1278134,NODE_7100_length_85_cov_4.966667,grey,grey
1823555,NODE_7101_length_85_cov_4.266667,grey,grey
3077389,NODE_7102_length_85_cov_3.766667,grey,grey
3996741,NODE_7103_length_85_cov_3.766667,grey,grey
1281670,NODE_7104_length_85_cov_3.466667,grey,grey
1278132,NODE_7105_length_85_cov_2.666667,grey,grey
3858586,NODE_7106_length_85_cov_2.500000,grey,grey
107397,NODE_7107_length_85_cov_1.766667,grey,grey
2384619,NODE_7108_length_85_cov_1.066667,grey,grey
3471931,NODE_7109_length_85_cov_0.966667,grey,grey
103402,NODE_7110_length_84_cov_683.413793,grey,grey
66856,NODE_7111_length_84_cov_555.724138,grey,grey
24463,NODE_7112_length_84_cov_224.137931,grey,grey
4004283,NODE_7113_length_84_cov_122.724138,grey,grey
3523819,NODE_7114_length_84_cov_38.448276,grey,grey
1287737,NODE_7115_length_84_cov_9.275862,grey,grey
1283534,NODE_7116_length_84_cov_6.103448,grey,grey
1290713,NODE_7117_length_84_cov_2.655172,grey,grey
3891648,NODE_7118_length_84_cov_1.137931,grey,grey
3090980,NODE_7119_length_84_cov_1.068966,grey,grey
178536,NODE_7120_length_83_cov_147.321429,grey,grey
11798,NODE_7121_length_83_cov_90.357143,grey,grey
1273140,NODE_7122_length_83_cov_68.892857,grey,grey
30863,NODE_7123_length_83_cov_50.357143,grey,grey
1281200,NODE_7124_length_83_cov_38.857143,grey,grey
2492528,NODE_7125_length_83_cov_17.178571,grey,grey
4002375,NODE_7126_length_83_cov_15.857143,grey,grey
3286529,NODE_7127_length_83_cov_10.785714,grey,grey
1297435,NODE_7128_length_83_cov_7.750000,grey,grey
4008401,NODE_7129_length_83_cov_5.071429,grey,grey
4008403,NODE_7130_length_83_cov_5.035714,grey,grey
1308089,NODE_7131_length_83_cov_4.714286,grey,grey
1294311,NODE_7132_length_83_cov_4.214286,grey,grey
1371789,NODE_7133_length_83_cov_1.857143,grey,grey
1455183,NODE_7134_length_83_cov_1.398551,grey,grey
33123,NODE_7135_length_82_cov_327.962963,grey,grey
3743950,NODE_7136_length_82_cov_119.666667,grey,grey
21003,NODE_7137_length_82_cov_91.259259,grey,grey
2220629,NODE_7138_length_82_cov_43.629630,grey,grey
1306992,NODE_7139_length_82_cov_18.296296,grey,grey
7378,NODE_7140_length_82_cov_9.481481,grey,grey
63073,NODE_7141_length_82_cov_6.518519,grey,grey
4008409,NODE_7142_length_82_cov_5.259259,grey,grey
4008393,NODE_7143_length_82_cov_5.148148,grey,grey
1211565,NODE_7144_length_82_cov_4.629630,grey,grey
1284708,NODE_7145_length_82_cov_3.851852,grey,grey
763650,NODE_7146_length_82_cov_3.185185,grey,grey
75286,NODE_7147_length_81_cov_247.307692,grey,grey
4008539,NODE_7148_length_81_cov_200.730769,grey,grey
26245,NODE_7149_length_81_cov_125.346154,grey,grey
64736,NODE_7150_length_81_cov_114.461538,grey,grey
3994101,NODE_7151_length_81_cov_101.846154,grey,grey
1352435,NODE_7152_length_81_cov_89.615385,grey,grey
3890395,NODE_7153_length_81_cov_5.230769,grey,grey
1916989,NODE_7154_length_81_cov_5.000000,grey,grey
3777611,NODE_7155_length_81_cov_5.000000,grey,grey
1285928,NODE_7156_length_81_cov_4.192308,grey,grey
3316279,NODE_7157_length_81_cov_2.961538,grey,grey
4014624,NODE_7158_length_81_cov_2.730769,grey,grey
8414,NODE_7159_length_80_cov_102.440000,grey,grey
1295772,NODE_7160_length_80_cov_39.480000,grey,grey
1302236,NODE_7161_length_80_cov_30.640000,grey,grey
10198,NODE_7162_length_80_cov_18.160000,grey,grey
4008415,NODE_7163_length_80_cov_11.320000,grey,grey
3231337,NODE_7164_length_80_cov_8.440000,grey,grey
1572,NODE_7165_length_80_cov_7.000000,grey,grey
1278680,NODE_7166_length_80_cov_6.680000,grey,grey
743386,NODE_7167_length_80_cov_4.560000,grey,grey
1593794,NODE_7168_length_80_cov_4.520000,grey,grey
4008387,NODE_7169_length_80_cov_3.120000,grey,grey
544837,NODE_7170_length_80_cov_1.680000,grey,grey
67888,NODE_7171_length_79_cov_766.541667,grey,grey
1290967,NODE_7172_length_79_cov_95.375000,grey,grey
1305844,NODE_7173_length_79_cov_28.250000,grey,grey
62835,NODE_7174_length_79_cov_25.541667,grey,grey
1297432,NODE_7175_length_79_cov_14.458333,grey,grey
1704,NODE_7176_length_79_cov_5.000000,grey,grey
1284805,NODE_7177_length_79_cov_4.833333,grey,grey
325240,NODE_7178_length_79_cov_4.041667,grey,grey
1661046,NODE_7179_length_79_cov_3.083333,grey,grey
4008321,NODE_7180_length_79_cov_2.958333,grey,grey
616759,NODE_7181_length_79_cov_2.125000,grey,grey
1735829,NODE_7182_length_79_cov_1.666667,grey,grey
67172,NODE_7183_length_78_cov_540.652174,grey,grey
28899,NODE_7184_length_78_cov_217.739130,grey,grey
4027171,NODE_7185_length_78_cov_25.217391,grey,grey
3924380,NODE_7186_length_78_cov_21.565217,grey,grey
3906189,NODE_7187_length_78_cov_20.130435,grey,grey
3903847,NODE_7188_length_78_cov_19.565217,grey,grey
3033647,NODE_7189_length_78_cov_18.652174,grey,grey
96196,NODE_7189_length_78_cov_18.652174,grey,grey
577755,NODE_7190_length_78_cov_9.608696,grey,grey
4001073,NODE_7191_length_78_cov_6.478261,grey,grey
230601,NODE_7192_length_78_cov_6.347826,grey,grey
135941,NODE_7193_length_78_cov_3.217391,grey,grey
16773,NODE_7194_length_77_cov_343.045455,grey,grey
1370117,NODE_7195_length_77_cov_313.409091,grey,grey
32081,NODE_7196_length_77_cov_243.500000,grey,grey
12299,NODE_7197_length_77_cov_75.818182,grey,grey
104683,NODE_7198_length_77_cov_58.863636,grey,grey
119957,NODE_7199_length_77_cov_48.863636,grey,grey
16465,NODE_7200_length_77_cov_35.000000,grey,grey
1297386,NODE_7201_length_77_cov_30.681818,grey,grey
3953494,NODE_7202_length_77_cov_17.863636,grey,grey
921293,NODE_7203_length_77_cov_6.818182,grey,grey
54963,NODE_7204_length_77_cov_6.545455,grey,grey
1283530,NODE_7205_length_77_cov_4.818182,grey,grey
156135,NODE_7206_length_77_cov_3.500000,grey,grey
1367039,NODE_7207_length_77_cov_3.363636,grey,grey
64599,NODE_7208_length_77_cov_2.909091,grey,grey
3483760,NODE_7209_length_77_cov_1.590909,grey,grey
3066222,NODE_7210_length_77_cov_1.454545,grey,grey
21925,NODE_7211_length_76_cov_876.000000,grey,grey
28089,NODE_7212_length_76_cov_346.000000,grey,grey
8412,NODE_7213_length_76_cov_117.190476,grey,grey
22559,NODE_7214_length_76_cov_102.714286,grey,grey
3047673,NODE_7215_length_76_cov_30.333333,grey,grey
