,Scaffold,Bin,Color
71778,NODE_1117_length_3154_cov_32.140368,grey,grey
80537,NODE_1118_length_3153_cov_3.947708,grey,grey
4634,NODE_1118_length_3153_cov_3.947708,grey,grey
318275,NODE_1119_length_3153_cov_3.335378,grey,grey
72298,NODE_1119_length_3153_cov_3.335378,grey,grey
56296,NODE_1120_length_3146_cov_240.659010,grey,grey
93619,NODE_1121_length_3144_cov_4.006475,grey,grey
3459339,NODE_1121_length_3144_cov_4.006475,grey,grey
3924285,NODE_1122_length_3140_cov_3.249271,grey,grey
3170687,NODE_1122_length_3140_cov_3.249271,grey,grey
3853416,NODE_1123_length_3140_cov_3.180227,grey,grey
1279183,NODE_1123_length_3140_cov_3.180227,grey,grey
2219829,NODE_1124_length_3137_cov_3.685594,grey,grey
3587745,NODE_1124_length_3137_cov_3.685594,grey,grey
3632919,NODE_1124_length_3137_cov_3.685594,grey,grey
3925058,NODE_1125_length_3132_cov_4.263893,grey,grey
3817724,NODE_1125_length_3132_cov_4.263893,grey,grey
1752033,NODE_1125_length_3132_cov_4.263893,grey,grey
942859,NODE_1126_length_3132_cov_3.557036,grey,grey
1575628,NODE_1126_length_3132_cov_3.557036,grey,grey
3768760,NODE_1126_length_3132_cov_3.557036,grey,grey
27091,NODE_1126_length_3132_cov_3.557036,grey,grey
25509,NODE_1127_length_3129_cov_115.520494,grey,grey
4021682,NODE_1128_length_3124_cov_4.189312,grey,grey
5896,NODE_1128_length_3124_cov_4.189312,grey,grey
3988785,NODE_1129_length_3123_cov_3.855606,grey,grey
2060,NODE_1129_length_3123_cov_3.855606,grey,grey
58748,NODE_1130_length_3123_cov_3.407757,grey,grey
31579,NODE_1130_length_3123_cov_3.407757,grey,grey
31581,NODE_1130_length_3123_cov_3.407757,grey,grey
3475359,NODE_1130_length_3123_cov_3.407757,grey,grey
1297132,NODE_1131_length_3120_cov_236.640457,grey,grey
28387,NODE_1131_length_3120_cov_236.640457,grey,grey
3997231,NODE_1131_length_3120_cov_236.640457,grey,grey
32021,NODE_1131_length_3120_cov_236.640457,grey,grey
3898025,NODE_1131_length_3120_cov_236.640457,grey,grey
23344,NODE_1131_length_3120_cov_236.640457,grey,grey
3982782,NODE_1132_length_3120_cov_4.662316,grey,grey
1470,NODE_1132_length_3120_cov_4.662316,grey,grey
3182387,NODE_1133_length_3119_cov_4.499347,grey,grey
587,NODE_1134_length_3118_cov_3.970944,grey,grey
3929482,NODE_1134_length_3118_cov_3.970944,grey,grey
2210855,NODE_1135_length_3115_cov_3.249020,grey,grey
231792,NODE_1135_length_3115_cov_3.249020,grey,grey
64243,NODE_1135_length_3115_cov_3.249020,grey,grey
31974,NODE_1136_length_3114_cov_4.341942,grey,grey
333255,NODE_1136_length_3114_cov_4.341942,grey,grey
2181570,NODE_1136_length_3114_cov_4.341942,grey,grey
2466954,NODE_1137_length_3113_cov_3.354153,grey,grey
2408024,NODE_1137_length_3113_cov_3.354153,grey,grey
3680796,NODE_1137_length_3113_cov_3.354153,grey,grey
3902785,NODE_1137_length_3113_cov_3.354153,grey,grey
1156663,NODE_1137_length_3113_cov_3.354153,grey,grey
4022040,NODE_1138_length_3111_cov_2.790249,grey,grey
4022884,NODE_1138_length_3111_cov_2.790249,grey,grey
1368077,NODE_1138_length_3111_cov_2.790249,grey,grey
2337680,NODE_1138_length_3111_cov_2.790249,grey,grey
1755865,NODE_1139_length_3110_cov_3.923077,grey,grey
95832,NODE_1139_length_3110_cov_3.923077,grey,grey
4652,NODE_1139_length_3110_cov_3.923077,grey,grey
4459,NODE_1140_length_3104_cov_171.130207,grey,grey
3824177,NODE_1141_length_3102_cov_3.602560,grey,grey
3082580,NODE_1141_length_3102_cov_3.602560,grey,grey
32271,NODE_1142_length_3100_cov_3.829557,grey,grey
27577,NODE_1142_length_3100_cov_3.829557,grey,grey
3946189,NODE_1143_length_3095_cov_25.736184,grey,grey
2578765,NODE_1143_length_3095_cov_25.736184,grey,grey
3211905,NODE_1143_length_3095_cov_25.736184,grey,grey
532691,NODE_1143_length_3095_cov_25.736184,grey,grey
3912963,NODE_1143_length_3095_cov_25.736184,grey,grey
3971698,NODE_1143_length_3095_cov_25.736184,grey,grey
2950151,NODE_1143_length_3095_cov_25.736184,grey,grey
3930743,NODE_1144_length_3095_cov_2.600000,grey,grey
2444001,NODE_1144_length_3095_cov_2.600000,grey,grey
1648399,NODE_1144_length_3095_cov_2.600000,grey,grey
2862252,NODE_1144_length_3095_cov_2.600000,grey,grey
3643553,NODE_1144_length_3095_cov_2.600000,grey,grey
63389,NODE_1145_length_3092_cov_37.141258,grey,grey
26793,NODE_1146_length_3091_cov_4.094532,grey,grey
457,NODE_1147_length_3091_cov_3.509223,grey,grey
3677172,NODE_1147_length_3091_cov_3.509223,grey,grey
553867,NODE_1147_length_3091_cov_3.509223,grey,grey
1277225,NODE_1148_length_3080_cov_96.052562,grey,grey
1164073,NODE_1148_length_3080_cov_96.052562,grey,grey
8834,NODE_1148_length_3080_cov_96.052562,grey,grey
1914057,NODE_1149_length_3075_cov_3.141722,grey,grey
2816470,NODE_1149_length_3075_cov_3.141722,grey,grey
2602004,NODE_1149_length_3075_cov_3.141722,grey,grey
2751,NODE_1150_length_3074_cov_145.180523,grey,grey
1284014,NODE_1150_length_3074_cov_145.180523,grey,grey
65060,NODE_1150_length_3074_cov_145.180523,grey,grey
65048,NODE_1150_length_3074_cov_145.180523,grey,grey
67588,NODE_1501_length_2229_cov_434.782889,grey,grey
65062,NODE_1150_length_3074_cov_145.180523,grey,grey
21553,NODE_1150_length_3074_cov_145.180523,grey,grey
52476,NODE_1150_length_3074_cov_145.180523,grey,grey
93867,NODE_1151_length_3068_cov_4.675407,grey,grey
928,NODE_1151_length_3068_cov_4.675407,grey,grey
3361483,NODE_1152_length_3063_cov_2.965426,grey,grey
3874198,NODE_1152_length_3063_cov_2.965426,grey,grey
3585054,NODE_1152_length_3063_cov_2.965426,grey,grey
3890777,NODE_1153_length_3061_cov_2.770792,grey,grey
97734,NODE_1154_length_3060_cov_124.130782,grey,grey
94440,NODE_1154_length_3060_cov_124.130782,grey,grey
3646944,NODE_1155_length_3055_cov_3.888333,grey,grey
3639748,NODE_1155_length_3055_cov_3.888333,grey,grey
26059,NODE_1156_length_3054_cov_3.710237,grey,grey
16106,NODE_1156_length_3054_cov_3.710237,grey,grey
2874,NODE_1156_length_3054_cov_3.710237,grey,grey
3670824,NODE_1157_length_3054_cov_3.624542,grey,grey
4013928,NODE_1157_length_3054_cov_3.624542,grey,grey
3842374,NODE_1157_length_3054_cov_3.624542,grey,grey
4012305,NODE_1158_length_3051_cov_3.669559,grey,grey
2779405,NODE_1158_length_3051_cov_3.669559,grey,grey
3336914,NODE_1158_length_3051_cov_3.669559,grey,grey
2054,NODE_1159_length_3049_cov_7.700735,grey,grey
3866206,NODE_6318_length_278_cov_90.874439,grey,grey
1178,NODE_1159_length_3049_cov_7.700735,grey,grey
2759029,NODE_1160_length_3047_cov_2.787099,grey,grey
1832135,NODE_1160_length_3047_cov_2.787099,grey,grey
3542155,NODE_1160_length_3047_cov_2.787099,grey,grey
4023837,NODE_1160_length_3047_cov_2.787099,grey,grey
3897419,NODE_1161_length_3039_cov_4.011729,grey,grey
5612,NODE_1161_length_3039_cov_4.011729,grey,grey
3794635,NODE_1161_length_3039_cov_4.011729,grey,grey
3895915,NODE_1162_length_3038_cov_3.831713,grey,grey
2600950,NODE_1162_length_3038_cov_3.831713,grey,grey
1426749,NODE_1162_length_3038_cov_3.831713,grey,grey
3113551,NODE_1163_length_3038_cov_3.073751,grey,grey
928973,NODE_1163_length_3038_cov_3.073751,grey,grey
23418,NODE_1163_length_3038_cov_3.073751,grey,grey
75038,NODE_1163_length_3038_cov_3.073751,grey,grey
5261,NODE_1164_length_3029_cov_214.229321,grey,grey
2289741,NODE_1165_length_3017_cov_4.069885,grey,grey
3926042,NODE_1165_length_3017_cov_4.069885,grey,grey
57894,NODE_1166_length_3015_cov_30.270270,grey,grey
838771,NODE_1167_length_3011_cov_5.410014,grey,grey
92349,NODE_1167_length_3011_cov_5.410014,grey,grey
3982791,NODE_1168_length_2992_cov_139.939394,grey,grey
172414,NODE_1168_length_2992_cov_139.939394,grey,grey
3916501,NODE_1168_length_2992_cov_139.939394,grey,grey
2369666,NODE_1168_length_2992_cov_139.939394,grey,grey
3980730,NODE_1169_length_2991_cov_3.097071,grey,grey
582008,NODE_1169_length_2991_cov_3.097071,grey,grey
1904403,NODE_1169_length_2991_cov_3.097071,grey,grey
1118,NODE_1170_length_2988_cov_3.939652,grey,grey
2456059,NODE_1170_length_2988_cov_3.939652,grey,grey
3427085,NODE_1171_length_2986_cov_3.177755,grey,grey
568439,NODE_1171_length_2986_cov_3.177755,grey,grey
3357716,NODE_1171_length_2986_cov_3.177755,grey,grey
103580,NODE_1172_length_2985_cov_3.260068,grey,grey
1516666,NODE_1172_length_2985_cov_3.260068,grey,grey
942139,NODE_1172_length_2985_cov_3.260068,grey,grey
77050,NODE_1173_length_2977_cov_3.169747,grey,grey
3744837,NODE_1173_length_2977_cov_3.169747,grey,grey
2897631,NODE_1173_length_2977_cov_3.169747,grey,grey
99731,NODE_1173_length_2977_cov_3.169747,grey,grey
4013847,NODE_1174_length_2976_cov_102.061280,grey,grey
3080091,NODE_1174_length_2976_cov_102.061280,grey,grey
3080100,NODE_1174_length_2976_cov_102.061280,grey,grey
4967,NODE_1174_length_2976_cov_102.061280,grey,grey
3279107,NODE_1174_length_2976_cov_102.061280,grey,grey
16217,NODE_1174_length_2976_cov_102.061280,grey,grey
4230,NODE_1174_length_2976_cov_102.061280,grey,grey
4226,NODE_1174_length_2976_cov_102.061280,grey,grey
212902,NODE_1175_length_2975_cov_7.621918,grey,grey
3894298,NODE_1176_length_2973_cov_3.392392,grey,grey
67839,NODE_1176_length_2973_cov_3.392392,grey,grey
3781460,NODE_1176_length_2973_cov_3.392392,grey,grey
3954477,NODE_1177_length_2971_cov_3.675926,grey,grey
4014229,NODE_1177_length_2971_cov_3.675926,grey,grey
2473025,NODE_1178_length_2970_cov_3.663465,grey,grey
3781736,NODE_1179_length_2964_cov_3.225851,grey,grey
3798931,NODE_1179_length_2964_cov_3.225851,grey,grey
3976724,NODE_1179_length_2964_cov_3.225851,grey,grey
2218215,NODE_1179_length_2964_cov_3.225851,grey,grey
32851,NODE_1180_length_2959_cov_4.398416,grey,grey
32793,NODE_1180_length_2959_cov_4.398416,grey,grey
3179705,NODE_1180_length_2959_cov_4.398416,grey,grey
2599015,NODE_1181_length_2958_cov_3.086807,grey,grey
3962777,NODE_1181_length_2958_cov_3.086807,grey,grey
98012,NODE_1181_length_2958_cov_3.086807,grey,grey
1388767,NODE_1182_length_2957_cov_3.726051,grey,grey
3984534,NODE_1182_length_2957_cov_3.726051,grey,grey
3570103,NODE_1182_length_2957_cov_3.726051,grey,grey
58418,NODE_1183_length_2950_cov_211.312263,grey,grey
71100,NODE_1183_length_2950_cov_211.312263,grey,grey
71820,NODE_2572_length_1186_cov_221.842617,grey,grey
71144,NODE_2572_length_1186_cov_221.842617,grey,grey
71136,NODE_6676_length_118_cov_64.619048,grey,grey
71130,NODE_2572_length_1186_cov_221.842617,grey,grey
71124,NODE_2572_length_1186_cov_221.842617,grey,grey
71034,NODE_1183_length_2950_cov_211.312263,grey,grey
71874,NODE_1183_length_2950_cov_211.312263,grey,grey
79400,NODE_1183_length_2950_cov_211.312263,grey,grey
79480,NODE_1183_length_2950_cov_211.312263,grey,grey
79486,NODE_1183_length_2950_cov_211.312263,grey,grey
71194,NODE_5781_length_429_cov_1277.721925,grey,grey
71188,NODE_1183_length_2950_cov_211.312263,grey,grey
71182,NODE_1183_length_2950_cov_211.312263,grey,grey
72056,NODE_1183_length_2950_cov_211.312263,grey,grey
5789,NODE_1183_length_2950_cov_211.312263,grey,grey
71118,NODE_2572_length_1186_cov_221.842617,grey,grey
71112,NODE_2572_length_1186_cov_221.842617,grey,grey
71106,NODE_1183_length_2950_cov_211.312263,grey,grey
21709,NODE_6733_length_111_cov_97.464286,grey,grey
566096,NODE_6676_length_118_cov_64.619048,grey,grey
79484,NODE_1183_length_2950_cov_211.312263,grey,grey
155006,NODE_1183_length_2950_cov_211.312263,grey,grey
155002,NODE_1183_length_2950_cov_211.312263,grey,grey
24237,NODE_1183_length_2950_cov_211.312263,grey,grey
3155908,NODE_1184_length_2949_cov_3.371804,grey,grey
3878128,NODE_1184_length_2949_cov_3.371804,grey,grey
4014211,NODE_1185_length_2949_cov_3.209744,grey,grey
282741,NODE_1185_length_2949_cov_3.209744,grey,grey
3477579,NODE_1185_length_2949_cov_3.209744,grey,grey
2244383,NODE_1185_length_2949_cov_3.209744,grey,grey
3932048,NODE_1186_length_2946_cov_161.639225,grey,grey
1278860,NODE_1186_length_2946_cov_161.639225,grey,grey
4003847,NODE_1187_length_2946_cov_4.202352,grey,grey
1199071,NODE_1188_length_2945_cov_4.500346,grey,grey
3999823,NODE_1188_length_2945_cov_4.500346,grey,grey
68742,NODE_1189_length_2944_cov_41.036691,grey,grey
3867244,NODE_1190_length_2943_cov_11.257964,grey,grey
1077650,NODE_1190_length_2943_cov_11.257964,grey,grey
3867656,NODE_1191_length_2943_cov_4.065443,grey,grey
3877840,NODE_1192_length_2943_cov_3.237188,grey,grey
1634547,NODE_1192_length_2943_cov_3.237188,grey,grey
34486,NODE_1192_length_2943_cov_3.237188,grey,grey
513184,NODE_1193_length_2932_cov_4.565520,grey,grey
3688774,NODE_1193_length_2932_cov_4.565520,grey,grey
3894648,NODE_1194_length_2921_cov_4.314724,grey,grey
56747,NODE_1194_length_2921_cov_4.314724,grey,grey
3913957,NODE_1195_length_2915_cov_4.100000,grey,grey
90355,NODE_1195_length_2915_cov_4.100000,grey,grey
3962013,NODE_1195_length_2915_cov_4.100000,grey,grey
2313889,NODE_1196_length_2913_cov_2.621414,grey,grey
174145,NODE_1196_length_2913_cov_2.621414,grey,grey
3098509,NODE_1196_length_2913_cov_2.621414,grey,grey
10748,NODE_1197_length_2910_cov_12.183538,grey,grey
97,NODE_1198_length_2910_cov_3.356567,grey,grey
3787056,NODE_1198_length_2910_cov_3.356567,grey,grey
1471272,NODE_1199_length_2904_cov_3.852580,grey,grey
1295824,NODE_1199_length_2904_cov_3.852580,grey,grey
29257,NODE_1200_length_2902_cov_20.823323,grey,grey
28111,NODE_1200_length_2902_cov_20.823323,grey,grey
3590,NODE_2037_length_1570_cov_26.963696,grey,grey
15589,NODE_1200_length_2902_cov_20.823323,grey,grey
3895110,NODE_1201_length_2900_cov_3.889631,grey,grey
2114705,NODE_1202_length_2900_cov_3.675220,grey,grey
4013327,NODE_1202_length_2900_cov_3.675220,grey,grey
3804655,NODE_1202_length_2900_cov_3.675220,grey,grey
3845,NODE_1203_length_2898_cov_21.417517,grey,grey
305374,NODE_1203_length_2898_cov_21.417517,grey,grey
13841,NODE_1203_length_2898_cov_21.417517,grey,grey
71920,NODE_1203_length_2898_cov_21.417517,grey,grey
2369963,NODE_1204_length_2898_cov_2.684840,grey,grey
3542295,NODE_1204_length_2898_cov_2.684840,grey,grey
3201061,NODE_1204_length_2898_cov_2.684840,grey,grey
2421310,NODE_1204_length_2898_cov_2.684840,grey,grey
1892248,NODE_1205_length_2897_cov_3.776918,grey,grey
3555569,NODE_1205_length_2897_cov_3.776918,grey,grey
2313975,NODE_1206_length_2895_cov_3.561268,grey,grey
1291693,NODE_1206_length_2895_cov_3.561268,grey,grey
4011650,NODE_1206_length_2895_cov_3.561268,grey,grey
3618454,NODE_1207_length_2891_cov_4.109309,grey,grey
3013748,NODE_1207_length_2891_cov_4.109309,grey,grey
3862,NODE_1208_length_2880_cov_4.382655,grey,grey
2960455,NODE_1209_length_2879_cov_2.207507,grey,grey
4015547,NODE_1209_length_2879_cov_2.207507,grey,grey
541818,NODE_1209_length_2879_cov_2.207507,grey,grey
27721,NODE_1210_length_2877_cov_3.923813,grey,grey
3920151,NODE_1210_length_2877_cov_3.923813,grey,grey
4021759,NODE_1211_length_2874_cov_4.318907,grey,grey
3282151,NODE_1211_length_2874_cov_4.318907,grey,grey
3973283,NODE_1212_length_2874_cov_3.142604,grey,grey
3576512,NODE_1212_length_2874_cov_3.142604,grey,grey
3041613,NODE_1212_length_2874_cov_3.142604,grey,grey
86036,NODE_1213_length_2871_cov_3.813210,grey,grey
3699181,NODE_1213_length_2871_cov_3.813210,grey,grey
1308,NODE_1213_length_2871_cov_3.813210,grey,grey
3881666,NODE_1214_length_2864_cov_2.756497,grey,grey
2875357,NODE_1214_length_2864_cov_2.756497,grey,grey
3928608,NODE_1214_length_2864_cov_2.756497,grey,grey
3719852,NODE_1214_length_2864_cov_2.756497,grey,grey
88023,NODE_1215_length_2861_cov_4.851746,grey,grey
3407832,NODE_1215_length_2861_cov_4.851746,grey,grey
5008,NODE_1215_length_2861_cov_4.851746,grey,grey
63444,NODE_1216_length_2860_cov_6.161854,grey,grey
4013863,NODE_1217_length_2854_cov_3.763130,grey,grey
1340713,NODE_1217_length_2854_cov_3.763130,grey,grey
156750,NODE_1217_length_2854_cov_3.763130,grey,grey
2716151,NODE_1218_length_2851_cov_2.821531,grey,grey
3469460,NODE_1218_length_2851_cov_2.821531,grey,grey
56435,NODE_1219_length_2849_cov_3.983536,grey,grey
3309504,NODE_1219_length_2849_cov_3.983536,grey,grey
877083,NODE_1219_length_2849_cov_3.983536,grey,grey
64453,NODE_1220_length_2846_cov_3.423146,grey,grey
3994819,NODE_1220_length_2846_cov_3.423146,grey,grey
3894056,NODE_1220_length_2846_cov_3.423146,grey,grey
816351,NODE_1221_length_2845_cov_2.851971,grey,grey
2891929,NODE_1221_length_2845_cov_2.851971,grey,grey
1144664,NODE_1221_length_2845_cov_2.851971,grey,grey
1801103,NODE_1221_length_2845_cov_2.851971,grey,grey
2547749,NODE_1222_length_2844_cov_2.791682,grey,grey
3634263,NODE_1222_length_2844_cov_2.791682,grey,grey
3855090,NODE_1222_length_2844_cov_2.791682,grey,grey
33101,NODE_1223_length_2842_cov_243.368497,grey,grey
3285571,NODE_1224_length_2840_cov_3.636266,grey,grey
3321688,NODE_1224_length_2840_cov_3.636266,grey,grey
3796871,NODE_1224_length_2840_cov_3.636266,grey,grey
2337099,NODE_1224_length_2840_cov_3.636266,grey,grey
1282157,NODE_1225_length_2838_cov_73.090909,grey,grey
3010940,NODE_1226_length_2836_cov_3.355987,grey,grey
3933288,NODE_1226_length_2836_cov_3.355987,grey,grey
31127,NODE_1226_length_2836_cov_3.355987,grey,grey
3955649,NODE_1226_length_2836_cov_3.355987,grey,grey
3640637,NODE_1227_length_2826_cov_4.000000,grey,grey
3993325,NODE_1227_length_2826_cov_4.000000,grey,grey
4895,NODE_1228_length_2824_cov_97.266161,grey,grey
3685254,NODE_1229_length_2823_cov_3.283237,grey,grey
3067727,NODE_1229_length_2823_cov_3.283237,grey,grey
1329897,NODE_1229_length_2823_cov_3.283237,grey,grey
2695846,NODE_1230_length_2820_cov_3.017722,grey,grey
3753420,NODE_1230_length_2820_cov_3.017722,grey,grey
3921743,NODE_1231_length_2819_cov_3.959841,grey,grey
303885,NODE_1231_length_2819_cov_3.959841,grey,grey
929785,NODE_1231_length_2819_cov_3.959841,grey,grey
3999953,NODE_1232_length_2818_cov_5.109663,grey,grey
42424,NODE_1232_length_2818_cov_5.109663,grey,grey
3987673,NODE_1233_length_2815_cov_34.331159,grey,grey
3793749,NODE_1233_length_2815_cov_34.331159,grey,grey
2804447,NODE_1233_length_2815_cov_34.331159,grey,grey
3968207,NODE_1233_length_2815_cov_34.331159,grey,grey
3937635,NODE_1233_length_2815_cov_34.331159,grey,grey
14209,NODE_1233_length_2815_cov_34.331159,grey,grey
3940163,NODE_4014_length_648_cov_37.758853,grey,grey
3960518,NODE_1233_length_2815_cov_34.331159,grey,grey
3916073,NODE_1233_length_2815_cov_34.331159,grey,grey
15957,NODE_1233_length_2815_cov_34.331159,grey,grey
883154,NODE_1233_length_2815_cov_34.331159,grey,grey
3934277,NODE_1233_length_2815_cov_34.331159,grey,grey
334625,NODE_1233_length_2815_cov_34.331159,grey,grey
3687830,NODE_1233_length_2815_cov_34.331159,grey,grey
63137,NODE_1234_length_2805_cov_9.861091,grey,grey
1388823,NODE_1234_length_2805_cov_9.861091,grey,grey
958593,NODE_1235_length_2802_cov_3.024026,grey,grey
3587239,NODE_1235_length_2802_cov_3.024026,grey,grey
4013553,NODE_1235_length_2802_cov_3.024026,grey,grey
3429068,NODE_1235_length_2802_cov_3.024026,grey,grey
4014763,NODE_1236_length_2797_cov_4.344274,grey,grey
2215154,NODE_1236_length_2797_cov_4.344274,grey,grey
716,NODE_1237_length_2793_cov_7.963477,grey,grey
17740,NODE_1238_length_2791_cov_46.906433,grey,grey
3969780,NODE_1238_length_2791_cov_46.906433,grey,grey
20357,NODE_1238_length_2791_cov_46.906433,grey,grey
659140,NODE_1238_length_2791_cov_46.906433,grey,grey
1277207,NODE_1239_length_2791_cov_6.903874,grey,grey
2129895,NODE_1239_length_2791_cov_6.903874,grey,grey
3910621,NODE_1239_length_2791_cov_6.903874,grey,grey
353160,NODE_1240_length_2788_cov_3.423710,grey,grey
3643657,NODE_1240_length_2788_cov_3.423710,grey,grey
3411818,NODE_1240_length_2788_cov_3.423710,grey,grey
3349839,NODE_1240_length_2788_cov_3.423710,grey,grey
3962349,NODE_1241_length_2787_cov_6.599561,grey,grey
1294560,NODE_1242_length_2783_cov_120.499267,grey,grey
80618,NODE_6274_length_336_cov_129.804270,grey,grey
575764,NODE_1242_length_2783_cov_120.499267,grey,grey
14621,NODE_1242_length_2783_cov_120.499267,grey,grey
2830513,NODE_1243_length_2780_cov_3.536147,grey,grey
3681515,NODE_1243_length_2780_cov_3.536147,grey,grey
3982854,NODE_1244_length_2779_cov_4.367107,grey,grey
87266,NODE_1245_length_2778_cov_3.304076,grey,grey
31575,NODE_1245_length_2778_cov_3.304076,grey,grey
100145,NODE_1245_length_2778_cov_3.304076,grey,grey
3413518,NODE_1246_length_2766_cov_3.026190,grey,grey
32101,NODE_1247_length_2765_cov_746.664945,grey,grey
19483,NODE_1247_length_2765_cov_746.664945,grey,grey
1370246,NODE_1247_length_2765_cov_746.664945,grey,grey
25489,NODE_1247_length_2765_cov_746.664945,grey,grey
3762944,NODE_1248_length_2764_cov_3.932447,grey,grey
454505,NODE_1248_length_2764_cov_3.932447,grey,grey
